 target objtype jd band frameid radius flux fluxerr PSmag instmag instmagerr elapsed_min
0 85952637084765674 ref 2460872.071513964 i gri3 9 86491.1308496094 286.04795857815543 15.149299621582031 -12.34242893858811 0.0035908031479606867 65.13392955064774
0 85952637084765674 ref 2460872.071513964 i gri3 10 88405.73382812501 307.950678626484 15.149299621582031 -12.366201083606192 0.003782030718897098 65.13392955064774
0 85952637084765674 ref 2460872.071513964 i gri3 11 89844.60813476557 330.3290024885045 15.149299621582031 -12.383730047029779 0.003991894059412421 65.13392955064774
0 85952637084765674 ref 2460872.071513964 i gri3 12 91057.65886474607 352.8920950625697 15.149299621582031 -12.398291200500587 0.004207748461351218 65.13392955064774
0 85952637084765674 ref 2460872.106472954 g gri4 5 24621.269218750007 151.28294183279004 16.81920051574707 -10.97827609229366 0.006671198208786626 115.47487556934357
0 85952637084765674 ref 2460872.106472954 g gri4 6 28424.517470703122 175.0031422057931 16.81920051574707 -11.134232752300953 0.006684625258286395 115.47487556934357
0 85952637084765674 ref 2460872.106472954 g gri4 7 30970.545546875004 197.77201567029564 16.81920051574707 -11.227372138828734 0.0069333049808965545 115.47487556934357
0 85952637084765674 ref 2460872.106472954 g gri4 8 32531.90811523438 220.05778217719273 16.81920051574707 -11.280773842466392 0.007344318704031696 115.47487556934357
0 85952637084765674 ref 2460872.106472954 g gri4 9 33602.24691406248 242.5497170094292 16.81920051574707 -11.315920796878798 0.007837124995970628 115.47487556934357
0 85952637084765674 ref 2460872.106472954 g gri4 10 34268.18934082033 264.9817041425189 16.81920051574707 -11.337227894568631 0.008395548037997178 115.47487556934357
0 85952637084765674 ref 2460872.106472954 g gri4 11 34750.669145507825 287.5349241950201 16.81920051574707 -11.352407929035024 0.008983627797891587 115.47487556934357
0 85952637084765674 ref 2460872.106472954 g gri4 12 35157.88968261721 310.4459891605502 16.81920051574707 -11.36505699772363 0.009587106993518153 115.47487556934357
0 85952637084765674 ref 2460872.1064704536 r gri4 5 49376.41282226564 182.62671541265192 15.733200073242188 -11.73379883852986 0.004015772421405265 115.47127470374107
0 85952637084765674 ref 2460872.1064704536 r gri4 6 56191.045751953134 207.54979404631314 15.733200073242188 -11.874167786683081 0.004010324468437976 115.47127470374107
0 85952637084765674 ref 2460872.1064704536 r gri4 7 60624.343662109386 230.95774320758835 15.733200073242188 -11.956617624573546 0.004136278735936827 115.47127470374107
0 85952637084765674 ref 2460872.1064704536 r gri4 8 63464.269526367185 253.85681436291273 15.733200073242188 -12.006323214217513 0.004342940306968582 115.47127470374107
0 85952637084765674 ref 2460872.1064704536 r gri4 9 65273.420146484365 276.68148888442187 15.733200073242188 -12.036840922801327 0.00460222720050591 115.47127470374107
0 85952637084765674 ref 2460872.1064704536 r gri4 10 66591.99876953124 299.6775080505378 15.733200073242188 -12.058555126266896 0.004886033251055321 115.47127470374107
0 85952637084765674 ref 2460872.1064704536 r gri4 11 67687.81853027343 323.03975505303765 15.733200073242188 -12.076276294272134 0.005181670280604684 115.47127470374107
0 85952637084765674 ref 2460872.1064704536 r gri4 12 68539.94123535157 346.63448495302765 15.733200073242188 -12.089859319348514 0.005491011567092989 115.47127470374107
0 85952637084765674 ref 2460872.106471681 i gri4 5 70234.0724487305 199.12769703831563 15.149299621582031 -12.116369628136477 0.0030782801353634918 115.47304227948189
0 85952637084765674 ref 2460872.106471681 i gri4 6 79293.57092041014 223.20349742469077 15.149299621582031 -12.248094940961789 0.0030562391801709915 115.47304227948189
0 85952637084765674 ref 2460872.106471681 i gri4 7 85080.66971191406 245.33160671759902 15.149299621582031 -12.32457724947553 0.00313073943219655 115.47304227948189
0 85952637084765674 ref 2460872.106471681 i gri4 8 88785.41835205081 266.7741694286859 15.149299621582031 -12.370854113510694 0.0032623191918125737 115.47304227948189
0 85952637084765674 ref 2460872.106471681 i gri4 9 91230.1678271484 288.26101366135225 15.149299621582031 -12.400346184483213 0.003430613210592738 115.47304227948189
0 85952637084765674 ref 2460872.106471681 i gri4 10 92916.98981933594 309.81268324906534 15.149299621582031 -12.420237829390992 0.003620165133963191 115.47304227948189
0 85952637084765674 ref 2460872.106471681 i gri4 11 94234.6886816406 331.6993097972234 15.149299621582031 -12.435527000344113 0.0038217131586947423 115.47304227948189
0 85952637084765674 ref 2460872.106471681 i gri4 12 95400.76916015623 354.11307049522566 15.149299621582031 -12.448879690446425 0.004030086807468929 115.47304227948189
0 85952637084765674 ref 2460872.1134525007 g gri5 5 21889.619472656257 151.53582886300924 16.81920051574707 -10.850595529735038 0.0075162538078893315 125.52542254328728
0 85952637084765674 ref 2460872.1134525007 g gri5 6 25811.898740234377 176.43730274095273 16.81920051574707 -11.029549881766114 0.007421552725879929 125.52542254328728
0 85952637084765674 ref 2460872.1134525007 g gri5 7 28586.348076171882 200.44536330037621 16.81920051574707 -11.140396693775397 0.00761310215041147 125.52542254328728
0 85952637084765674 ref 2460872.1134525007 g gri5 8 30479.117646484377 223.90377723650562 16.81920051574707 -11.210005975664183 0.007975967025929105 125.52542254328728
0 85952637084765674 ref 2460872.1134525007 g gri5 9 31735.26228515626 247.37564185584995 16.81920051574707 -11.25385523003957 0.008463288821274487 125.52542254328728
0 85952637084765674 ref 2460872.1134525007 g gri5 10 32557.059433593753 270.79117168421385 16.81920051574707 -11.28161293085042 0.009030538511197842 125.52542254328728
0 85952637084765674 ref 2460872.1134525007 g gri5 11 33120.91217773438 294.2772544091118 16.81920051574707 -11.300255722780694 0.009646698968743416 125.52542254328728
0 85952637084765674 ref 2460872.1134525007 g gri5 12 33650.76306640626 318.010657567986 16.81920051574707 -11.317487291888263 0.010260560324862077 125.52542254328728
0 85952637084765674 ref 2460872.1134498846 r gri5 5 43881.875634765616 178.5008920536493 15.733200073242188 -11.605712955667114 0.004416513156760486 125.52165538072586
0 85952637084765674 ref 2460872.1134498846 r gri5 6 51137.932714843744 204.61484372961664 15.733200073242188 -11.771857918500189 0.004344284801401177 125.52165538072586
0 85952637084765674 ref 2460872.1134498846 r gri5 7 56241.03029296873 229.33420662617561 15.733200073242188 -11.875133170074431 0.004427309560768309 125.52165538072586
0 85952637084765674 ref 2460872.1134498846 r gri5 8 59708.107353515654 253.18288393429194 15.733200073242188 -11.94008326249005 0.004603894440749685 125.52165538072586
0 85952637084765674 ref 2460872.1134498846 r gri5 9 61940.51086425781 276.6282699985123 15.733200073242188 -11.979936957371633 0.004848932044735577 125.52165538072586
0 85952637084765674 ref 2460872.1134498846 r gri5 10 63499.34948242187 300.2376999121991 15.733200073242188 -12.006923190488141 0.005133579217503952 125.52165538072586
0 85952637084765674 ref 2460872.1134498846 r gri5 11 64680.52340820313 324.0597719989996 15.733200073242188 -12.02693381412389 0.005439712117733975 125.52165538072586
0 85952637084765674 ref 2460872.1134498846 r gri5 12 65648.79915527342 348.20537113821484 15.733200073242188 -12.043066966010121 0.005758813306574133 125.52165538072586
0 85952637084765674 ref 2460872.113451221 i gri5 5 63266.44618652344 196.05375302377416 15.149299621582031 -12.002933599703669 0.0033645426694120626 125.52357986569405
0 85952637084765674 ref 2460872.113451221 i gri5 6 73065.58296142578 222.04707552495753 15.149299621582031 -12.159282134263503 0.0032995637519978075 125.52357986569405
0 85952637084765674 ref 2460872.113451221 i gri5 7 79868.01494140622 246.12513901339287 15.149299621582031 -12.255932226271273 0.003345857218612665 125.52357986569405
0 85952637084765674 ref 2460872.113451221 i gri5 8 84438.68633544925 269.3425531079587 15.149299621582031 -12.316353670254863 0.0034632817501393225 125.52357986569405
0 85952637084765674 ref 2460872.113451221 i gri5 9 87460.23873291016 292.1129712324319 15.149299621582031 -12.354526646169592 0.0036263064604142104 125.52357986569405
0 85952637084765674 ref 2460872.113451221 i gri5 10 89547.70277587892 314.985369635337 15.149299621582031 -12.38013612273911 0.003819093166891692 125.52357986569405
0 85952637084765674 ref 2460872.113451221 i gri5 11 91108.8611791992 338.0486998051337 15.149299621582031 -12.398901545453322 0.004028496324061638 125.52357986569405
0 85952637084765674 ref 2460872.113451221 i gri5 12 92363.02434082031 361.45305768206583 15.149299621582031 -12.413745362611156 0.004248915340816805 125.52357986569405
0 85952637084765674 ref 2460872.120429576 g gri6 5 20606.422646484378 150.08260023910586 16.81920051574707 -10.785006507863674 0.00790773418459603 135.57241089642048
0 85952637084765674 ref 2460872.120429576 g gri6 6 24799.639052734376 175.5147122665368 16.81920051574707 -10.98611339979271 0.007684090771251511 135.57241089642048
0 85952637084765674 ref 2460872.120429576 g gri6 7 28047.060566406242 200.21673308775502 16.81920051574707 -11.119718380853673 0.007750635949784467 135.57241089642048
0 85952637084765674 ref 2460872.120429576 g gri6 8 30287.191728515627 224.17082754425255 16.81920051574707 -11.203147516994248 0.008036082899235322 135.57241089642048
0 85952637084765674 ref 2460872.120429576 g gri6 9 31872.579511718744 247.7509058200099 16.81920051574707 -11.2585430330467 0.008439609605852726 135.57241089642048
0 85952637084765674 ref 2460872.120429576 g gri6 10 32986.09977539062 271.3581306112424 16.81920051574707 -11.295827420709303 0.008931742426848409 135.57241089642048
0 85952637084765674 ref 2460872.120429576 g gri6 11 33806.278115234374 295.0733198024599 16.81920051574707 -11.32249339992605 0.00947669498770801 135.57241089642048
0 85952637084765674 ref 2460872.120429576 g gri6 12 34450.6220703125 318.92129437913604 16.81920051574707 -11.342992670780731 0.010051034639346713 135.57241089642048
0 85952637084765674 ref 2460872.1204270804 r gri6 5 41651.055395507814 178.08569049527728 15.733200073242188 -11.549065026160026 0.004642237270677348 135.56881740689278
0 85952637084765674 ref 2460872.1204270804 r gri6 6 49382.94624511718 205.22612933489697 15.733200073242188 -11.733942492231309 0.004512113102269671 135.56881740689278
0 85952637084765674 ref 2460872.1204270804 r gri6 7 55229.45661621093 230.98538291229735 15.733200073242188 -11.855426925923485 0.004540859323323298 135.56881740689278
0 85952637084765674 ref 2460872.1204270804 r gri6 8 59410.81686035156 255.81809777728907 15.733200073242188 -11.934663809215758 0.004675090922281494 135.56881740689278
0 85952637084765674 ref 2460872.1204270804 r gri6 9 62363.725239257816 280.2955612827372 15.733200073242188 -11.987330123673827 0.0048798726783898985 135.56881740689278
0 85952637084765674 ref 2460872.1204270804 r gri6 10 64422.53183593749 304.68640389760105 15.733200073242188 -12.022594471993479 0.0051349900474517715 135.56881740689278
0 85952637084765674 ref 2460872.1204270804 r gri6 11 65975.69743164061 329.0549012704874 15.733200073242188 -12.048459974650154 0.005415127593499936 135.56881740689278
0 85952637084765674 ref 2460872.1204270804 r gri6 12 67143.85000488283 353.6551476881513 15.733200073242188 -12.067515599799272 0.005718709871658919 135.56881740689278
0 85952637084765674 ref 2460872.1204284066 i gri6 5 59655.103762207036 193.09790985698862 15.149299621582031 -11.939119013601127 0.00351442506295119 135.57072713971138
0 85952637084765674 ref 2460872.1204284066 i gri6 6 70193.20489013671 220.08294898422673 15.149299621582031 -12.115737679841832 0.0034042045257245126 135.57072713971138
0 85952637084765674 ref 2460872.1204284066 i gri6 7 77858.09023925783 244.88867015288074 15.149299621582031 -12.228259367042435 0.003414988660818566 135.57072713971138
0 85952637084765674 ref 2460872.1204284066 i gri6 8 83276.33509521486 268.65775692398694 15.149299621582031 -12.301304010187884 0.0035026932086765486 135.57072713971138
0 85952637084765674 ref 2460872.1204284066 i gri6 9 87112.95946533204 291.9630985503484 15.149299621582031 -12.350206920401378 0.003638894930158262 135.57072713971138
0 85952637084765674 ref 2460872.1204284066 i gri6 10 89796.84129150388 315.1625922737102 15.149299621582031 -12.3831526503042 0.0038106400169041084 135.57072713971138
0 85952637084765674 ref 2460872.1204284066 i gri6 11 91762.39328125001 338.3876317573905 15.149299621582031 -12.406661829999106 0.004003815614478226 135.57072713971138
0 85952637084765674 ref 2460872.1204284066 i gri6 12 93355.6344921875 361.9391201741572 15.149299621582031 -12.425351337448642 0.004209391418407336 135.57072713971138
0 85952637084765674 ref 2460872.1294925483 g gri7 5 22765.994521484372 151.63952106410596 16.81920051574707 -10.893216567508684 0.007231861447392989 148.62309113144875
0 85952637084765674 ref 2460872.1294925483 g gri7 6 26831.302548828127 176.37961577311074 16.81920051574707 -11.071604390963978 0.007137250764389682 148.62309113144875
0 85952637084765674 ref 2460872.1294925483 g gri7 7 29736.840166015616 200.24510447054772 16.81920051574707 -11.183237046361718 0.007311246202873828 148.62309113144875
0 85952637084765674 ref 2460872.1294925483 g gri7 8 31730.429199218754 223.4735685495057 16.81920051574707 -11.25368986647792 0.0076467085477264825 148.62309113144875
0 85952637084765674 ref 2460872.1294925483 g gri7 9 32980.71903320314 246.5499499703937 16.81920051574707 -11.295650299340716 0.0081165060923829 148.62309113144875
0 85952637084765674 ref 2460872.1294925483 g gri7 10 33791.95270507814 269.6578749736766 16.81920051574707 -11.322033221708402 0.008664113622325952 148.62309113144875
0 85952637084765674 ref 2460872.1294925483 g gri7 11 34411.969951171865 292.99768817497335 16.81920051574707 -11.341773837497904 0.009244405316330001 148.62309113144875
0 85952637084765674 ref 2460872.1294925483 g gri7 12 34959.89683593751 316.5066641473873 16.81920051574707 -11.358925355983633 0.009829626955843529 148.62309113144875
0 85952637084765674 ref 2460872.129490056 r gri7 5 45107.69500976562 179.58469430434604 15.733200073242188 -11.635626588354134 0.004322579648204965 148.61950233578682
0 85952637084765674 ref 2460872.129490056 r gri7 6 52584.21603515626 205.73473073485187 15.733200073242188 -11.802138508790637 0.00424792195410221 148.61950233578682
0 85952637084765674 ref 2460872.129490056 r gri7 7 57736.36202636718 230.1063949909847 15.733200073242188 -11.903623538676031 0.004327166368293028 148.61950233578682
0 85952637084765674 ref 2460872.129490056 r gri7 8 61210.97934570314 253.8631797864949 15.733200073242188 -11.96707332013468 0.004502924937576058 148.61950233578682
0 85952637084765674 ref 2460872.129490056 r gri7 9 63559.199116210926 277.25793553912445 15.733200073242188 -12.007946040501288 0.004736198423786383 148.61950233578682
0 85952637084765674 ref 2460872.129490056 r gri7 10 65218.13383300782 300.7486151928306 15.733200073242188 -12.035920919108671 0.005006792449502192 148.61950233578682
0 85952637084765674 ref 2460872.129490056 r gri7 11 66400.7039746094 324.5046559665637 15.733200073242188 -12.055431709363853 0.005306065034042464 148.61950233578682
0 85952637084765674 ref 2460872.129490056 r gri7 12 67387.0381640625 348.4928113785412 15.733200073242188 -12.071440921042333 0.005614896762348183 148.61950233578682
0 85952637084765674 ref 2460872.129491253 i gri7 5 64265.88947753905 195.9092828036054 15.149299621582031 -12.019951307022293 0.003309777596129193 148.6212256550789
0 85952637084765674 ref 2460872.129491253 i gri7 6 74471.46912597655 221.94807192005146 15.149299621582031 -12.179974803535892 0.0032358305816717844 148.6212256550789
0 85952637084765674 ref 2460872.129491253 i gri7 7 81406.53452880857 245.72273109292306 15.149299621582031 -12.27664816811675 0.003277256144409631 148.6212256550789
0 85952637084765674 ref 2460872.129491253 i gri7 8 86028.86103271485 268.5125263139809 15.149299621582031 -12.33661043289163 0.0033887903169994927 148.6212256550789
0 85952637084765674 ref 2460872.129491253 i gri7 9 89062.51301269532 290.81607802246566 15.149299621582031 -12.374237362855654 0.003545257529278876 148.6212256550789
0 85952637084765674 ref 2460872.129491253 i gri7 10 91198.38272216798 313.2844359453286 15.149299621582031 -12.399967841954101 0.003729718053546053 148.6212256550789
0 85952637084765674 ref 2460872.129491253 i gri7 11 92767.29946289059 336.04864667050384 15.149299621582031 -12.418487285224531 0.0039330689193565705 148.6212256550789
0 85952637084765674 ref 2460872.129491253 i gri7 12 94086.73395263668 359.10370803401526 15.149299621582031 -12.433820982656385 0.004143962498174237 148.6212256550789
0 85952637084765674 ref 2460872.0350378333 g grz1 5 24981.482939453123 141.0480340816357 16.81920051574707 -10.99404553798818 0.006130178804178824 12.608301490545273
0 85952637084765674 ref 2460872.0350378333 g grz1 6 28297.307558593748 161.4896400956906 16.81920051574707 -11.129362787744217 0.006196177801799485 12.608301490545273
0 85952637084765674 ref 2460872.0350378333 g grz1 7 30410.793544921875 181.03205408693125 16.81920051574707 -11.20756938213312 0.006463266243071596 12.608301490545273
0 85952637084765674 ref 2460872.0350378333 g grz1 8 31786.846298828128 200.32628043066367 16.81920051574707 -11.255618604864175 0.006842499988308688 12.608301490545273
0 85952637084765674 ref 2460872.0350378333 g grz1 9 32597.099111328134 219.6349605096885 16.81920051574707 -11.282947382378502 0.007315547547392625 12.608301490545273
0 85952637084765674 ref 2460872.0350378333 g grz1 10 33087.77374023437 239.08942878527375 16.81920051574707 -11.299168868273057 0.007845437140772514 12.608301490545273
0 85952637084765674 ref 2460872.0350378333 g grz1 11 33472.441948242194 258.7830262692254 16.81920051574707 -11.311718492573632 0.00839407239041092 12.608301490545273
0 85952637084765674 ref 2460872.0350378333 g grz1 12 33955.42362304687 278.8504120707225 16.81920051574707 -11.327272882582234 0.008916336649424487 12.608301490545273
0 85952637084765674 ref 2460872.035035426 r grz1 5 50366.244838867184 180.65679909272995 15.733200073242188 -11.755348930819448 0.003894386568587871 12.604834735393524
0 85952637084765674 ref 2460872.035035426 r grz1 6 56526.62035644533 204.15918173726652 15.733200073242188 -11.880632551018804 0.003921391615988772 12.604834735393524
