 target objtype jd band frameid radius flux fluxerr instmag instmagerr elapsed_min
59 Popescu ref 2460872.0404272433 r grz1 8 42069.53617675781 277.9896430060882 -11.559919309696337 0.007174393810556109 0.0
60 Popescu ref 2460872.0404272433 r grz1 9 43127.16560058595 307.33969590205027 -11.586877291059594 0.007737346759363106 0.0
61 Popescu ref 2460872.0404272433 r grz1 10 43948.64005371097 336.9485888522774 -11.60736360203375 0.008324200284968502 0.0
62 Popescu ref 2460872.0404272433 r grz1 11 44812.16613281251 366.81142762664854 -11.628489843424116 0.008887328635552234 0.0
63 Popescu ref 2460872.0404272433 r grz1 12 46281.35050292971 397.25010182255534 -11.663515058251825 0.009319279001275015 0.0
64 Popescu ref 2460872.0404283195 z grz1 5 22949.501197509762 149.71840019684706 -10.90193312669592 0.0070831468716114065 0.001549646258354187
65 Popescu ref 2460872.0404283195 z grz1 6 24983.175136718753 171.91135253819166 -10.99411908116483 0.007471043149568514 0.001549646258354187
66 Popescu ref 2460872.0404283195 z grz1 7 26114.35094238281 193.9615288223052 -11.042198090400504 0.00806418871513407 0.001549646258354187
67 Popescu ref 2460872.0404283195 z grz1 8 26824.990031738293 216.076150006717 -11.071348923131612 0.008745639747469414 0.001549646258354187
68 Popescu ref 2460872.0404283195 z grz1 9 27409.684902343753 238.50619733114817 -11.094760107458747 0.009447566231579392 0.001549646258354187
69 Popescu ref 2460872.0404283195 z grz1 10 28024.97586547852 261.27029195406755 -11.11886311815468 0.010122064567116593 0.001549646258354187
70 Popescu ref 2460872.0404283195 z grz1 11 29127.342025146485 284.68749441647793 -11.160752138750825 0.010611868376558245 0.001549646258354187
71 Popescu ref 2460872.0404283195 z grz1 12 31117.23383544923 308.6187808664325 -11.232502458631938 0.010768263838197421 0.001549646258354187
72 Popescu ref 2460872.062813134 g grz2 5 30072.896875000002 188.47772212294387 -11.195438162555092 0.006804701507467342 32.23568245768547
73 Popescu ref 2460872.062813134 g grz2 6 33187.56652832031 218.64880495452147 -11.302438522549995 0.0071531283700371285 32.23568245768547
74 Popescu ref 2460872.062813134 g grz2 7 35134.21849121095 248.39249300790536 -11.364325744353694 0.007675956211073195 32.23568245768547
75 Popescu ref 2460872.062813134 g grz2 8 36126.820058593745 277.95106749430545 -11.394574339860824 0.00835339331389481 32.23568245768547
76 Popescu ref 2460872.062813134 g grz2 9 36967.09583007813 308.0018991756923 -11.419538333322585 0.009046120761188436 32.23568245768547
77 Popescu ref 2460872.062813134 g grz2 10 37528.92850097657 338.21756534511223 -11.435915412314595 0.009784853190540229 32.23568245768547
78 Popescu ref 2460872.062813134 g grz2 11 37795.30799804687 368.65539784358543 -11.443594722011365 0.010590269896437328 32.23568245768547
79 Popescu ref 2460872.062813134 g grz2 12 38080.84338378907 399.330941767677 -11.451766395556675 0.011385463730088925 32.23568245768547
80 Popescu ref 2460872.062813134 r grz2 5 34961.48358886718 191.46623672677933 -11.358974634046897 0.005946024134663753 32.23568245768547
81 Popescu ref 2460872.062813134 r grz2 6 38399.030654296876 221.02830981074115 -11.460800652923806 0.006249596256700413 32.23568245768547
82 Popescu ref 2460872.062813134 r grz2 7 40497.6731591797 250.08120194269733 -11.518575177594778 0.006704637424757056 32.23568245768547
83 Popescu ref 2460872.062813134 r grz2 8 41562.470605468734 279.2178803971547 -11.546753388745032 0.0072940072461218685 32.23568245768547
84 Popescu ref 2460872.062813134 r grz2 9 42455.95577148438 308.69443634855503 -11.569846555487615 0.00789431587772996 32.23568245768547
85 Popescu ref 2460872.062813134 r grz2 10 43096.29597167969 338.4948571615061 -11.586099862861936 0.008527789065356995 32.23568245768547
86 Popescu ref 2460872.062813134 r grz2 11 43533.50960937499 368.4939698218746 -11.597059201924278 0.009190328274945689 32.23568245768547
87 Popescu ref 2460872.062813134 r grz2 12 43790.064956054695 398.6243106725472 -11.60343897350984 0.009883539716789005 32.23568245768547
88 Popescu ref 2460872.062814299 z grz2 5 23174.253974609375 155.8183439190535 -10.912514405593065 0.007300240065709462 32.237360179424286
89 Popescu ref 2460872.062814299 z grz2 6 25087.177807617187 179.60413912483054 -10.998629519815337 0.00777300331937043 32.237360179424286
90 Popescu ref 2460872.062814299 z grz2 7 26309.833806152346 203.4183891423284 -11.050295261862022 0.008394530783913879 32.237360179424286
91 Popescu ref 2460872.062814299 z grz2 8 27042.388698730454 227.10050042233186 -11.080112627277053 0.00911795323165332 32.237360179424286
92 Popescu ref 2460872.062814299 z grz2 9 27520.305856933595 251.11460996454682 -11.099133140700141 0.009907020110880554 32.237360179424286
93 Popescu ref 2460872.062814299 z grz2 10 28035.85319213867 275.27371253119986 -11.119284442908974 0.010660443749117308 32.237360179424286
94 Popescu ref 2460872.062814299 z grz2 11 28546.094942626947 299.74515474748944 -11.138866764741486 0.011400654533107516 32.237360179424286
95 Popescu ref 2460872.062814299 z grz2 12 28848.934884033202 324.5242662488566 -11.150324458588468 0.01221354433379658 32.237360179424286
