 target objtype jd band frameid radius flux fluxerr instmag instmagerr elapsed_min
213 3I ref 2460872.057322934 z grz2 10 5717.125941162108 230.446564037189 -9.392944398215105 0.043763978686540944 44.69884626567364
214 3I ref 2460872.057322934 z grz2 11 5277.823923339845 252.41651922417063 -9.306137243415339 0.051926278250541316 44.69884626567364
215 3I ref 2460872.057322934 z grz2 12 4807.3029882812525 274.48504092879966 -9.204753737811643 0.061992836175999974 44.69884626567364
216 3I ref 2460872.0800687335 g grz3 5 5216.070029296877 120.85693918238687 -9.293358533656402 0.02515663204856492 77.45279788970947
217 3I ref 2460872.0800687335 g grz3 6 6521.697480468751 143.96621572699598 -9.535901623705419 0.023967584075301807 77.45279788970947
218 3I ref 2460872.0800687335 g grz3 7 7548.670258789064 166.64902287183497 -9.69467613730735 0.02396937095097623 77.45279788970947
219 3I ref 2460872.0800687335 g grz3 8 8418.039038085937 189.21771118302271 -9.813027338569803 0.024404795307243817 77.45279788970947
220 3I ref 2460872.0800687335 g grz3 9 9255.248671875 211.80751267492167 -9.915970229892018 0.02484720757960362 77.45279788970947
221 3I ref 2460872.0800687335 g grz3 10 10148.765268554684 234.54527376946044 -10.016033019496929 0.0250921455613365 77.45279788970947
222 3I ref 2460872.0800687335 g grz3 11 11090.531308593747 257.2333242087737 -10.112380880445777 0.025182520601816364 77.45279788970947
223 3I ref 2460872.0800687335 g grz3 12 12185.719785156254 280.04026122996913 -10.214627967878398 0.024951324646220154 77.45279788970947
224 3I ref 2460872.080066341 r grz3 5 6450.603857421874 135.9476429779725 -9.52400092987141 0.022882086886003558 77.44935259222984
225 3I ref 2460872.080066341 r grz3 6 7957.817885742187 161.81585221314327 -9.751984990292375 0.02207757601067731 77.44935259222984
226 3I ref 2460872.080066341 r grz3 7 9138.964165039066 187.37694298881772 -9.902242436024743 0.022260939781132156 77.44935259222984
227 3I ref 2460872.080066341 r grz3 8 10161.6049609375 212.67727330288292 -10.017405768548526 0.022723911866465225 77.44935259222984
228 3I ref 2460872.080066341 r grz3 9 11143.101464843749 238.09218611912294 -10.117515212642203 0.02319868551454203 77.44935259222984
229 3I ref 2460872.080066341 r grz3 10 12178.771586914061 263.4750987295638 -10.214008713367503 0.023488777312342633 77.44935259222984
230 3I ref 2460872.080066341 r grz3 11 13441.604902343752 289.0782606827381 -10.321127814394957 0.02335009367646496 77.44935259222984
231 3I ref 2460872.080066341 r grz3 12 14806.694677734376 314.86113855033597 -10.426145302712278 0.023087944003433312 77.44935259222984
232 3I ref 2460872.0800674865 z grz3 5 5167.253464355468 123.77120637739971 -9.283149412752831 0.02600663598128629 77.451002150774
233 3I ref 2460872.0800674865 z grz3 6 6208.070236816406 147.071558643459 -9.482391554488585 0.025721506010424697 77.451002150774
234 3I ref 2460872.0800674865 z grz3 7 7038.311076660156 170.25206021056184 -9.618671144274142 0.02626323612183721 77.451002150774
235 3I ref 2460872.0800674865 z grz3 8 7709.784165039064 193.34674315325825 -9.717605550430704 0.02722820180433674 77.451002150774
236 3I ref 2460872.0800674865 z grz3 9 8403.035915527344 216.49011425069276 -9.811090549427519 0.027972170698433822 77.451002150774
237 3I ref 2460872.0800674865 z grz3 10 9234.383691406245 239.76338855219527 -9.913519789139325 0.02819027238048052 77.451002150774
238 3I ref 2460872.0800674865 z grz3 11 10283.982875976559 263.27496355625397 -10.03040336205194 0.027795374922992395 77.451002150774
239 3I ref 2460872.0800674865 z grz3 12 11445.892150878908 286.6269633005619 -10.146624123610543 0.0271889047365699 77.451002150774
240 3I ref 2460872.08970752 g grz4 5 5802.005219726563 122.45654959908653 -9.408945287940753 0.022915441192201094 91.33265018463135
241 3I ref 2460872.08970752 g grz4 6 6963.321967773437 145.37200645944276 -9.607041191010408 0.022666717308465714 91.33265018463135
242 3I ref 2460872.08970752 g grz4 7 7777.526337890627 168.09350639477378 -9.727103726205693 0.023465713614934026 91.33265018463135
243 3I ref 2460872.08970752 g grz4 8 8255.823457031254 190.49018551833217 -9.791900993515219 0.025051661066250317 91.33265018463135
244 3I ref 2460872.08970752 g grz4 9 8518.307436523432 212.7274347854942 -9.825883275648685 0.02711405750649907 91.33265018463135
245 3I ref 2460872.08970752 g grz4 10 8562.013071289062 234.86264406315158 -9.83143971629781 0.029782584268607526 91.33265018463135
246 3I ref 2460872.08970752 g grz4 11 8415.680571289062 257.12250683698505 -9.81272310719786 0.033172268406133576 91.33265018463135
247 3I ref 2460872.08970752 g grz4 12 8209.414799804688 279.459350365439 -9.785780499901584 0.036959898098602936 91.33265018463135
248 3I ref 2460872.089705131 r grz4 5 7305.6553515625 135.73034837159864 -9.659147950676214 0.020171681556256274 91.32921025156975
249 3I ref 2460872.089705131 r grz4 6 8599.618344726563 160.92044702204686 -9.836197943673676 0.0203168499361182 91.32921025156975
250 3I ref 2460872.089705131 r grz4 7 9486.775620117187 185.68229300158418 -9.942796572075363 0.021250843929187045 91.32921025156975
251 3I ref 2460872.089705131 r grz4 8 9989.829438476565 210.3014682788053 -9.998895183387578 0.022856438083382582 91.32921025156975
252 3I ref 2460872.089705131 r grz4 9 10125.286088867184 234.81723310752574 -10.013518257509617 0.025179493127239997 91.32921025156975
253 3I ref 2460872.089705131 r grz4 10 10071.722465820312 259.373699086848 -10.007759374852515 0.027960601239392372 91.32921025156975
254 3I ref 2460872.089705131 r grz4 11 9849.249169921874 284.00077481231307 -9.983507811323113 0.03130694716656608 91.32921025156975
255 3I ref 2460872.089705131 r grz4 12 9487.32444335938 308.5523979025013 -9.942859381617025 0.035310957421949306 91.32921025156975
256 3I ref 2460872.089706381 z grz4 5 6126.992541503906 124.97666870150827 -9.468118379144856 0.02214654139696135 91.33101001381874
257 3I ref 2460872.089706381 z grz4 6 7118.013813476562 148.0148121379185 -9.63089706619079 0.02257723075422356 91.33101001381874
258 3I ref 2460872.089706381 z grz4 7 7792.350312499998 170.83404277633116 -9.729171171074585 0.023802921815504786 91.33101001381874
259 3I ref 2460872.089706381 z grz4 8 8136.4353149414055 193.44653940189104 -9.776085440316297 0.025813750541113428 91.33101001381874
260 3I ref 2460872.089706381 z grz4 9 8185.896401367187 216.024778733495 -9.782665610057494 0.02865244218783984 91.33101001381874
261 3I ref 2460872.089706381 z grz4 10 8043.751206054687 238.5925024904798 -9.76364657341303 0.03220493915112234 91.33101001381874
262 3I ref 2460872.089706381 z grz4 11 7744.179455566407 261.240411787408 -9.722438520764795 0.03662598146787987 91.33101001381874
263 3I ref 2460872.089706381 z grz4 12 7371.245163574218 283.8891020023802 -9.668852139591003 0.041815008094345046 91.33101001381874
264 3I ref 2460872.096685419 g grz5 5 4952.077739257813 123.29255570057094 -9.236968634388843 0.02703172255153869 101.38082474470139
265 3I ref 2460872.096685419 g grz5 6 5968.851352539064 146.58524940740588 -9.439726908539336 0.026663909513749133 101.38082474470139
266 3I ref 2460872.096685419 g grz5 7 6724.412138671874 169.61587917018502 -9.569135808641418 0.027386498197792333 101.38082474470139
267 3I ref 2460872.096685419 g grz5 8 7348.859184570312 192.80598138049393 -9.665549814275083 0.02848556887826174 101.38082474470139
268 3I ref 2460872.096685419 g grz5 9 7800.002729492187 215.67217674248448 -9.730236886663121 0.030020898552115587 101.38082474470139
269 3I ref 2460872.096685419 g grz5 10 8080.244448242188 238.55536129124727 -9.768561248754793 0.03205449961967537 101.38082474470139
270 3I ref 2460872.096685419 g grz5 11 8236.261601562503 261.3620648780462 -9.789325330753385 0.03445376921182346 101.38082474470139
271 3I ref 2460872.096685419 g grz5 12 8336.542138671875 284.23584994393525 -9.802464874346901 0.03701836418996311 101.38082474470139
272 3I ref 2460872.0966829145 r grz5 5 5890.382631835939 135.96522979862425 -9.425358767314773 0.02506159307593464 101.37721851468086
273 3I ref 2460872.0966829145 r grz5 6 7013.722797851563 161.6065258458443 -9.614871493348158 0.025016964755117055 101.37721851468086
274 3I ref 2460872.0966829145 r grz5 7 7869.617626953124 186.95963303984428 -9.739884077867615 0.025793990514154652 101.37721851468086
275 3I ref 2460872.0966829145 r grz5 8 8523.208691406247 212.4367847915047 -9.826507805764646 0.027061440922255858 101.37721851468086
276 3I ref 2460872.0966829145 r grz5 9 8959.516625976565 237.68683615227437 -9.88071144928538 0.02880347391250131 101.37721851468086
277 3I ref 2460872.0966829145 r grz5 10 9177.642866210941 263.04682461513227 -9.906827884472104 0.03111904278633397 101.37721851468086
278 3I ref 2460872.0966829145 r grz5 11 9452.906997070313 288.3842048626412 -9.938913462713142 0.03312305645203059 101.37721851468086
279 3I ref 2460872.0966829145 r grz5 12 9727.650078125003 313.74089908623665 -9.970019849550093 0.035017691869622836 101.37721851468086
280 3I ref 2460872.096684156 z grz5 5 4791.095366210936 124.00594433390373 -9.20108703881671 0.02810166216228326 101.37900620698929
281 3I ref 2460872.096684156 z grz5 6 5646.043364257812 147.41691031209257 -9.37936052352192 0.028348325790880768 101.37900620698929
282 3I ref 2460872.096684156 z grz5 7 6249.581748046877 170.53667439718976 -9.489627383122823 0.02962723732511273 101.37900620698929
283 3I ref 2460872.096684156 z grz5 8 6648.453210449216 193.50992412079458 -9.556801541714677 0.03160144532080556 101.37900620698929
284 3I ref 2460872.096684156 z grz5 9 6929.294738769531 216.64446201261566 -9.601722586296017 0.033945552157190105 101.37900620698929
285 3I ref 2460872.096684156 z grz5 10 7174.388923339842 239.7899074251505 -9.639462290161992 0.03628860754678573 101.37900620698929
286 3I ref 2460872.096684156 z grz5 11 7501.851157226563 262.99155849664606 -9.687921107869057 0.03806253291636062 101.37900620698929
287 3I ref 2460872.096684156 z grz5 12 8014.365268554691 286.38129636190365 -9.759672830674273 0.038797151291029223 101.37900620698929
